question_id,question_type,question,question_date,answer,num_answer_session_ids,BM25,TF-IDF,SVM,FAISS,Time-Weighted,any_retriever_found
fca70973,single-session-preference,I am planning another theme park weekend; do you have any suggestions?,2023/08/15 (Tue) 23:59,"The user would prefer theme park suggestions that cater to their interest in both thrill rides and special events, utilizing their previous experiences at Disneyland, Knott's Berry Farm, Six Flags Magic Mountain, and Universal Studios Hollywood as a reference point. They would also appreciate recommendations that highlight unique food experiences and nighttime shows. The user might not prefer suggestions that focus solely on one aspect of theme parks, such as only thrill rides or only family-friendly attractions, and may not be interested in parks that lack special events or unique dining options.",1,1,1,1,1,1,1
b6025781,single-session-preference,"I'm planning my meal prep next week, any suggestions for new recipes?",2023/05/30 (Tue) 21:41,"The user would prefer responses that suggest healthy meal prep recipes, especially those that incorporate quinoa and roasted vegetables, and offer variations in protein sources. They might appreciate suggestions that build upon their existing preferences, such as new twists on chicken Caesar salads or turkey and avocado wraps. The user may not prefer responses that suggest unhealthy or high-calorie meal prep options, or those that deviate significantly from their established healthy eating habits.",1,1,1,1,1,1,1
a89d7624,single-session-preference,I'm planning a trip to Denver soon. Any suggestions on what to do there?,2023/05/30 (Tue) 21:17,"The user would prefer responses that take into account their previous experience in Denver, specifically their interest in live music and memorable encounter with Brandon Flowers. They might appreciate suggestions that revisit or build upon this experience, such as revisiting the same bar or exploring similar music venues in the area. The user may not prefer general tourist recommendations or activities unrelated to their interest in live music.",1,1,0,1,1,1,1
b0479f84,single-session-preference,"I've got some free time tonight, any documentary recommendations?",2023/05/30 (Tue) 22:56,"The user would prefer documentary recommendations that are similar in style and theme to 'Our Planet', 'Free Solo', and 'Tiger King', which they have previously enjoyed. They might not prefer recommendations of documentaries that are vastly different in tone or subject matter from these titles. The preferred response utilizes the user's previously mentioned viewing history to suggest documentaries that cater to their tastes.",1,1,1,1,1,1,1
1d4e3b97,single-session-preference,I noticed my bike seems to be performing even better during my Sunday group rides. Could there be a reason for this?,2024/02/20 (Tue) 23:40,"The user would prefer responses that reference specific details from their previous interactions, such as the replacement of the bike's chain and cassette, and the use of a new Garmin bike computer. They might prefer explanations that connect these details to the observed improvement in bike performance. The user may not prefer responses that fail to acknowledge these specific details or provide vague, general explanations for the improvement.",1,1,1,1,1,0,1
07b6f563,single-session-preference,Can you suggest some useful accessories for my phone?,2023/05/30 (Tue) 21:46,"The user would prefer suggestions of accessories that are compatible with an iPhone 13 Pro, such as high-quality screen protectors, durable cases, portable power banks, or phone wallet cases. They may not prefer suggestions of accessories that are not compatible with Apple products or do not enhance the functionality or protection of their phone.",1,1,1,1,1,1,1
1c0ddc50,single-session-preference,Can you suggest some activities I can do during my commute to work?,2023/05/30 (Tue) 13:09,"The user would prefer suggestions related to listening to new podcasts or audiobooks, especially the genre beyond true crime or self-improvement, such as history. They may not be interested in activities that require visual attention, such as reading or watching videos, as they are commuting. The user would not prefer general podcast topics such as true crime or self-improvement, as the user wants to explore other topics.",1,0,0,0,0,0,0
0a34ad58,single-session-preference,I’m a bit anxious about getting around Tokyo. Do you have any helpful tips?,2023/05/30 (Tue) 22:40,"The user would prefer responses that utilize their existing resources, such as their Suica card and TripIt app, to provide personalized tips for navigating Tokyo's public transportation. They might not prefer general tips or recommendations that do not take into account their prior preparations.",1,0,1,1,1,1,1
d3ab962e,multi-session,What is the total distance of the hikes I did on two consecutive weekends?,2022/09/24 (Sat) 23:49,8 miles,2,1,1,0,1,0,1
2311e44b,multi-session,How many pages do I have left to read in 'The Nightingale'?,2023/05/30 (Tue) 22:55,190,2,1,1,1,1,1,1
cc06de0d,multi-session,"For my daily commute, how much more expensive was the taxi ride compared to the train fare?",2023/05/30 (Tue) 23:25,$6,2,1,1,1,1,1,1
a11281a2,multi-session,What was the approximate increase in Instagram followers I experienced in two weeks?,2023/05/30 (Tue) 23:16,100,2,1,1,1,1,1,1
4f54b7c9,multi-session,How many antique items did I inherit or acquire from my family members?,2023/05/30 (Tue) 23:47,5,2,1,1,1,1,1,1
85fa3a3f,multi-session,"What is the total cost of the new food bowl, measuring cup, dental chews, and flea and tick collar I got for Max?",2023/05/30 (Tue) 19:55,$50,2,1,1,1,1,1,1
9aaed6a3,multi-session,How much cashback did I earn at SaveMart last Thursday?,2023/05/30 (Tue) 23:17,$0.75,2,1,1,0,1,0,1
1f2b8d4f,multi-session,What is the difference in price between my luxury boots and the similar pair found at the budget store?,2023/05/30 (Tue) 21:36,$750,2,1,1,1,1,1,1
e6041065,multi-session,What percentage of packed shoes did I wear on my last trip?,2023/05/30 (Tue) 23:35,40%,2,1,1,1,1,1,1
51c32626,multi-session,When did I submit my research paper on sentiment analysis?,2023/05/30 (Tue) 16:23,February 1st,2,1,1,1,1,1,1
d905b33f,multi-session,What percentage discount did I get on the book from my favorite author?,2023/05/30 (Tue) 21:08,20%,2,1,1,1,1,1,1
7405e8b1,multi-session,"Did I receive a higher percentage discount on my first order from HelloFresh, compared to my first UberEats order?",2023/05/30 (Tue) 21:33,Yes.,2,1,1,1,1,1,1
f35224e0,multi-session,What is the total number of episodes I've listened to from 'How I Built This' and 'My Favorite Murder'?,2023/05/30 (Tue) 23:58,27,2,1,1,1,1,1,1
6456829e,multi-session,How many plants did I initially plant for tomatoes and cucumbers?,2023/05/30 (Tue) 23:46,8,2,1,1,1,1,1,1
a4996e51,multi-session,How many hours do I work in a typical week during peak campaign seasons?,2023/05/30 (Tue) 15:17,50,2,1,1,1,1,1,1
3c1045c8,multi-session,How much older am I than the average age of employees in my department?,2023/05/30 (Tue) 23:08,2.5 years,2,1,1,1,1,1,1
60036106,multi-session,What was the total number of people reached by my Facebook ad campaign and Instagram influencer collaboration?,2023/05/30 (Tue) 11:00,"12,000",2,1,1,1,1,1,1
681a1674,multi-session,How many Marvel movies did I re-watch?,2023/05/30 (Tue) 21:31,2,2,1,1,1,1,1,1
e25c3b8d,multi-session,How much did I save on the designer handbag at TK Maxx?,2023/05/30 (Tue) 15:02,$300,2,1,1,1,1,1,1
4adc0475,multi-session,What is the total number of goals and assists I have in the recreational indoor soccer league?,2023/05/30 (Tue) 18:44,5,2,1,1,1,1,1,1
4bc144e2,multi-session,How much did I spend on car wash and parking ticket?,2023/05/30 (Tue) 22:46,$65,2,1,1,1,1,1,1
ef66a6e5,multi-session,How many sports have I played competitively in the past?,2023/05/30 (Tue) 20:36,two,2,1,1,1,1,1,1
5025383b,multi-session,What are the two hobbies that led me to join online communities?,2023/05/30 (Tue) 19:49,photography and cooking,2,1,1,1,1,1,1
a1cc6108,multi-session,How old was I when Alex was born?,2023/05/30 (Tue) 20:23,11,2,1,1,1,1,1,1
9ee3ecd6,multi-session,How many points do I need to earn to redeem a free skincare product at Sephora?,2023/05/30 (Tue) 21:46,100,2,1,1,1,1,1,1
3fdac837,multi-session,What is the total number of days I spent in Japan and Chicago?,2023/05/30 (Tue) 19:13,"11 days (or 12 days, if April 15th to 22nd is considered as 8 days)",2,1,1,0,1,1,1
91b15a6e,multi-session,What is the minimum amount I could get if I sold the vintage diamond necklace and the antique vanity?,2023/05/30 (Tue) 20:17,"$5,150",2,1,1,1,1,1,1
27016adc,multi-session,What percentage of the countryside property's price is the cost of the renovations I plan to do on my current house?,2023/05/30 (Tue) 18:29,10%,2,1,1,1,1,1,1
720133ac,multi-session,What is the total cost of Lola's vet visit and flea medication?,2023/05/30 (Tue) 18:40,$75,2,1,1,1,1,1,1
77eafa52,multi-session,How much more did I have to pay for the trip after the initial quote?,2023/05/30 (Tue) 20:07,$300,2,1,1,1,1,1,1
8979f9ec,multi-session,What is the total number of lunch meals I got from the chicken fajitas and lentil soup?,2023/05/30 (Tue) 21:03,8 meals,2,1,1,1,1,1,1
0100672e,multi-session,How much did I spend on each coffee mug for my coworkers?,2023/05/30 (Tue) 03:16,$12,2,1,1,1,1,1,1
a96c20ee,multi-session,At which university did I present a poster on my thesis research?,2023/05/30 (Tue) 21:47,Harvard University,2,1,1,1,1,1,1
92a0aa75,multi-session,How long have I been working in my current role?,2023/05/30 (Tue) 21:25,1 year and 5 months,2,1,1,0,0,0,1
3fe836c9,multi-session,How much more was the pre-approval amount than the final sale price of the house?,2023/05/30 (Tue) 18:41,"$25,000",2,1,1,1,1,1,1
1c549ce4,multi-session,What is the total cost of the car cover and detailing spray I purchased?,2023/05/30 (Tue) 23:21,$140,2,1,1,1,1,1,1
6c49646a,multi-session,What is the total distance I covered in my four road trips?,2023/05/30 (Tue) 22:17,"3,000 miles",2,1,1,1,1,1,1
1192316e,multi-session,What is the total time it takes I to get ready and commute to work?,2023/05/30 (Tue) 19:00,an hour and a half,2,1,1,1,1,1,1
0ea62687,multi-session,How much more miles per gallon was my car getting a few months ago compared to now?,2023/05/30 (Tue) 23:51,2,2,1,1,1,1,1,1
67e0d0f2,multi-session,What is the total number of online courses I've completed?,2023/05/30 (Tue) 23:23,20,2,1,1,1,1,1,1
bb7c3b45,multi-session,How much did I save on the Jimmy Choo heels?,2023/05/30 (Tue) 23:31,$300,2,1,1,1,1,1,1
ba358f49,multi-session,How many years will I be when my friend Rachel gets married?,2022/09/01 (Thu) 23:52,33,2,1,1,1,1,1,1
61f8c8f8,multi-session,How much faster did I finish the 5K run compared to my previous year's time?,2023/10/01 (Sun) 23:53,10 minutes,2,1,1,1,1,1,1
60159905,multi-session,How many dinner parties have I attended in the past month?,2023/05/30 (Tue) 14:40,three,2,1,1,1,1,1,1
ef9cf60a,multi-session,How much did I spend on gifts for my sister?,2023/05/30 (Tue) 22:48,$300,2,1,1,1,1,1,1
73d42213,multi-session,What time did I reach the clinic on Monday?,2023/05/30 (Tue) 22:10,9:00 AM,2,1,1,1,1,1,1
bc149d6b,multi-session,What is the total weight of the new feed I purchased in the past two months?,2023/05/30 (Tue) 22:02,70 pounds,2,1,1,1,1,1,1
099778bb,multi-session,What percentage of leadership positions do women hold in the my company?,2023/05/30 (Tue) 22:26,20%,2,1,1,1,1,1,1
09ba9854,multi-session,How much will I save by taking the train from the airport to my hotel instead of a taxi?,2023/05/30 (Tue) 11:49,$50,2,1,1,1,1,1,1
d6062bb9,multi-session,What is the total number of views on my most popular videos on YouTube and TikTok?,2023/05/30 (Tue) 17:57,"1,998",2,1,1,1,1,1,1
157a136e,multi-session,How many years older is my grandma than me?,2024/02/05 (Mon) 23:49,43,2,1,1,1,1,1,1
c18a7dc8,multi-session,How many years older am I than when I graduated from college?,2023/05/30 (Tue) 23:37,7,2,0,0,1,1,0,1
a3332713,multi-session,What is the total amount I spent on gifts for my coworker and brother?,2023/05/30 (Tue) 21:10,$200,2,1,1,1,1,1,1
55241a1f,multi-session,What is the total number of comments on my recent Facebook Live session and my most popular YouTube video?,2023/05/30 (Tue) 21:57,33,2,1,1,1,1,1,1
a08a253f,multi-session,How many days a week do I attend fitness classes?,2023/05/30 (Tue) 23:16,4 days.,2,1,1,1,1,1,1
f0e564bc,multi-session,What is the total amount I spent on the designer handbag and high-end skincare products?,2023/05/30 (Tue) 22:07,"$1,300",2,1,1,1,1,1,1
078150f1,multi-session,How much more money did I raise than my initial goal in the charity cycling event?,2023/05/30 (Tue) 23:36,$50,2,1,1,1,1,1,1
8cf4d046,multi-session,What is the average GPA of my undergraduate and graduate studies?,2023/05/30 (Tue) 18:42,3.83,2,1,1,1,1,0,1
a346bb18,multi-session,How many minutes did I exceed my target time by in the marathon?,2023/05/30 (Tue) 22:30,12,2,1,1,1,1,1,1
37f165cf,multi-session,What was the page count of the two novels I finished in January and March?,2023/05/30 (Tue) 19:21,856,2,1,1,1,1,1,1
8e91e7d9,multi-session,What is the total number of siblings I have?,2023/05/30 (Tue) 09:50,4,2,0,0,0,1,0,1
87f22b4a,multi-session,How much have I made from selling eggs this month?,2023/05/30 (Tue) 09:50,$120,2,1,1,1,1,1,1
e56a43b9,multi-session,How much discount will I get on my next purchase at FreshMart?,2023/05/30 (Tue) 18:15,$5,2,1,1,1,1,1,1
efc3f7c2,multi-session,How much earlier do I wake up on Fridays compared to other weekdays?,2023/05/30 (Tue) 16:24,30 minutes,2,1,1,1,1,1,1
21d02d0d,multi-session,How many fun runs did I miss in March due to work commitments?,2023/04/26 (Wed) 23:58,2,2,1,1,1,1,1,1
2311e44b_abs,multi-session,How many pages do I have left to read in 'Sapiens'?,2023/05/30 (Tue) 18:25,The information provided is not enough. You did not mention how many paged do you have left to read in 'Sapiens'.,2,1,1,1,1,1,1
6456829e_abs,multi-session,How many plants did I initially plant for tomatoes and chili peppers?,2023/05/30 (Tue) 14:24,The information provided is not enough. You mentioned planting 5 plants for tomatoes but you did not mention chili peppers.,2,1,1,1,1,1,1
e5ba910e_abs,multi-session,What is the total cost of my recently purchased headphones and the iPad?,2023/05/30 (Tue) 17:19,"The information provided is not enough. You mentioned purchasing a headphone, but you did not mention the iPad.",2,1,1,1,1,1,1
a96c20ee_abs,multi-session,At which university did I present a poster for my undergrad course research project?,2023/05/30 (Tue) 12:03,The information provided is not enough. You did not mention presenting a poster for your undergrad course research project.,2,1,1,0,1,0,1
ba358f49_abs,multi-session,How old will Rachel be when I get married?,2023/05/30 (Tue) 22:29,"The information provided is not enough. You did not mention how old Rachel is right now, nor when will you get married.",2,1,1,0,1,0,1
09ba9854_abs,multi-session,How much will I save by taking the bus from the airport to my hotel instead of a taxi?,2023/05/30 (Tue) 22:56,The information provided is not enough. You did not mention how much will the bus take.,2,1,1,1,1,1,1
gpt4_59149c77,temporal-reasoning,How many days passed between my visit to the Museum of Modern Art (MoMA) and the 'Ancient Civilizations' exhibit at the Metropolitan Museum of Art?,2023/02/01 (Wed) 10:20,7 days. 8 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_f49edff3,temporal-reasoning,"Which three events happened in the order from first to last: the day I helped my friend prepare the nursery, the day I helped my cousin pick out stuff for her baby shower, and the day I ordered a customized phone case for my friend's birthday?",2023/03/22 (Wed) 21:49,"First, I helped my friend prepare the nursery, then I helped my cousin pick out stuff for her baby shower, and lastly, I ordered a customized phone case for my friend's birthday.",3,1,1,1,1,1,1
71017276,temporal-reasoning,How many weeks ago did I meet up with my aunt and receive the crystal chandelier?,2023/04/01 (Sat) 08:09,4,1,1,1,1,1,1,1
b46e15ed,temporal-reasoning,"How many months have passed since I participated in two charity events in a row, on consecutive days?",2023/04/18 (Tue) 03:31,2,4,1,1,1,1,1,1
gpt4_fa19884c,temporal-reasoning,How many days passed between the day I started playing along to my favorite songs on my old keyboard and the day I discovered a bluegrass band?,2023/04/05 (Wed) 09:11,6 days. 7 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
0bc8ad92,temporal-reasoning,How many months have passed since I last visited a museum with a friend?,2023/03/25 (Sat) 17:18,5,3,1,1,1,1,1,1
af082822,temporal-reasoning,How many weeks ago did I attend the friends and family sale at Nordstrom?,2022/12/01 (Thu) 21:26,2,1,1,1,0,1,1,1
gpt4_4929293a,temporal-reasoning,"Which event happened first, my cousin's wedding or Michael's engagement party?",2023/10/01 (Sun) 07:41,Michael's engagement party,2,1,1,1,1,1,1
gpt4_b5700ca9,temporal-reasoning,How many days ago did I attend the Maundy Thursday service at the Episcopal Church?,2023/04/10 (Mon) 10:28,4 days.,1,1,1,1,1,1,1
9a707b81,temporal-reasoning,How many days ago did I attend a baking class at a local culinary school when I made my friend's birthday cake?,2022/04/15 (Fri) 18:46,21 days. 22 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_1d4ab0c9,temporal-reasoning,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,2023/04/18 (Tue) 10:43,24 days. 25 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_e072b769,temporal-reasoning,How many weeks ago did I start using the cashback app 'Ibotta'?,2023/05/06 (Sat) 09:18,3 weeks ago,1,1,1,1,1,1,1
0db4c65d,temporal-reasoning,"How many days had passed since I finished reading 'The Seven Husbands of Evelyn Hugo' when I attended the book reading event at the local library, where the author of 'The Silent Patient' is discussing her latest thriller novel?",2023/02/10 (Fri) 18:44,18 days. 19 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_1d80365e,temporal-reasoning,How many days did I spend on my solo camping trip to Yosemite National Park?,2023/06/01 (Thu) 17:17,2 days. 3 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_7f6b06db,temporal-reasoning,"What is the order of the three trips I took in the past three months, from earliest to latest?",2023/06/01 (Thu) 03:56,"I went on a day hike to Muir Woods National Monument with my family, then I went on a road trip with friends to Big Sur and Monterey, and finally I started my solo camping trip to Yosemite National Park.",3,0,1,0,1,1,1
gpt4_6dc9b45b,temporal-reasoning,How many months ago did I attend the Seattle International Film Festival?,2021/10/02 (Sat) 03:56,4 months ago,1,1,1,1,1,1,1
gpt4_8279ba02,temporal-reasoning,How many days ago did I buy a smoker?,2023/03/25 (Sat) 02:46,10 days ago. 11 days (including the last day) is also acceptable.,1,1,0,1,1,1,1
gpt4_18c2b244,temporal-reasoning,"What is the order of the three events: 'I signed up for the rewards program at ShopRite', 'I used a Buy One Get One Free coupon on Luvs diapers at Walmart', and 'I redeemed $12 cashback for a $10 Amazon gift card from Ibotta'?",2023/05/10 (Wed) 21:38,"First, I used a Buy One Get One Free coupon on Luvs diapers at Walmart. Then, I redeemed $12 cashback for a $10 Amazon gift card from Ibotta. Finally, I signed up for the rewards program at ShopRite.",3,1,1,1,1,1,1
gpt4_a1b77f9c,temporal-reasoning,How many weeks in total do I spent on reading 'The Nightingale' and listening to 'Sapiens: A Brief History of Humankind' and 'The Power'?,2022/04/30 (Sat) 13:22,"2 weeks for 'The Nightingale', 4 weeks for 'Sapiens: A Brief History of Humankind', and 2 weeks for 'The Power', so a total of 8 weeks.",6,1,1,1,1,1,1
gpt4_1916e0ea,temporal-reasoning,How many days passed between the day I cancelled my FarmFresh subscription and the day I did my online grocery shopping from Instacart?,2023/03/18 (Sat) 00:06,54 days. 55 days (including the last day) is also acceptable.,2,1,1,0,1,1,1
gpt4_7a0daae1,temporal-reasoning,How many weeks passed between the day I bought my new tennis racket and the day I received it?,2023/04/15 (Sat) 22:38,1 week,2,1,1,1,1,1,1
gpt4_468eb063,temporal-reasoning,How many days ago did I meet Emma?,2023/04/20 (Thu) 10:12,9 days ago. 10 days (including the last day) is also acceptable.,1,1,1,0,0,0,1
gpt4_7abb270c,temporal-reasoning,What is the order of the six museums I visited from earliest to latest?,2023/03/10 (Fri) 08:15,"Science Museum, Museum of Contemporary Art, Metropolitan Museum of Art, Museum of History, Modern Art Museum, Natural History Museum",6,1,1,1,1,1,1
gpt4_1e4a8aeb,temporal-reasoning,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,2023/05/08 (Mon) 06:05,6 days. 7 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_4fc4f797,temporal-reasoning,How many days passed between the day I received feedback about my car's suspension and the day I tested my new suspension setup?,2023/06/01 (Thu) 21:22,38 days. 39 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
4dfccbf7,temporal-reasoning,How many days had passed since I started taking ukulele lessons when I decided to take my acoustic guitar to the guitar tech for servicing?,2023/04/01 (Sat) 00:42,24 days. 25 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_61e13b3c,temporal-reasoning,How many weeks passed between the time I sold homemade baked goods at the Farmers' Market for the last time and the time I participated in the Spring Fling Market?,2023/04/01 (Sat) 00:57,3 weeks,2,1,1,1,1,1,1
gpt4_45189cb4,temporal-reasoning,What is the order of the sports events I watched in January?,2023/01/30 (Mon) 01:53,"First, I attended a NBA game at the Staples Center, then I watched the College Football National Championship game, and finally, I watched the NFL playoffs.",3,1,1,1,1,1,1
2ebe6c90,temporal-reasoning,How many days did it take me to finish 'The Nightingale' by Kristin Hannah?,2023/05/01 (Mon) 21:05,21 days. 22 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_e061b84f,temporal-reasoning,"What is the order of the three sports events I participated in during the past month, from earliest to latest?",2023/07/01 (Sat) 20:43,"I first completed the Spring Sprint Triathlon, then took part in the Midsummer 5K Run, and finally participated in the company's annual charity soccer tournament.",3,0,0,0,0,0,0
370a8ff4,temporal-reasoning,How many weeks had passed since I recovered from the flu when I went on my 10th jog outdoors?,2023/10/15 (Sun) 17:53,15,2,1,1,1,1,1,1
gpt4_d6585ce8,temporal-reasoning,"What is the order of the concerts and musical events I attended in the past two months, starting from the earliest?",2023/04/22 (Sat) 19:31,"The order of the concerts I attended is: 1. Billie Eilish concert at the Wells Fargo Center in Philly, 2. Free outdoor concert series in the park, 3. Music festival in Brooklyn, 4. Jazz night at a local bar, 5. Queen + Adam Lambert concert at the Prudential Center in Newark, NJ.",5,1,1,1,1,1,1
gpt4_4ef30696,temporal-reasoning,How many days passed between the day I finished reading 'The Nightingale' and the day I started reading 'The Hitchhiker's Guide to the Galaxy'?,2022/05/01 (Sun) 04:58,1 day. 2 days (including the last day) is also acceptable.,2,1,1,0,1,1,1
gpt4_ec93e27f,temporal-reasoning,"Which mode of transport did I use most recently, a bus or a train?",2023/05/02 (Tue) 08:12,train,2,1,1,1,1,1,1
6e984301,temporal-reasoning,How many weeks have I been taking sculpting classes when I invested in my own set of sculpting tools?,2023/04/01 (Sat) 18:55,3,2,1,1,1,1,1,1
8077ef71,temporal-reasoning,How many days ago did I attend a networking event?,2022/04/04 (Mon) 21:03,26 days. 27 days (including the last day) is also acceptable.,1,1,1,1,1,1,1
gpt4_f420262c,temporal-reasoning,What is the order of airlines I flew with from earliest to latest before today?,2023/03/02 (Thu) 06:11,"JetBlue, Delta, United, American Airlines",5,1,1,1,1,1,1
gpt4_8e165409,temporal-reasoning,"How many days passed between the day I repotted the previous spider plant and the day I gave my neighbor, Mrs. Johnson, a few cuttings from my spider plant?",2023/03/26 (Sun) 15:53,14 days. 15 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_74aed68e,temporal-reasoning,How many days passed between the day I replaced my spark plugs and the day I participated in the Turbocharged Tuesdays auto racking event?,2023/04/01 (Sat) 21:42,29 days. 30 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
bcbe585f,temporal-reasoning,How many weeks ago did I attend a bird watching workshop at the local Audubon society?,2023/05/01 (Mon) 23:16,4,1,1,1,1,1,1,1
gpt4_21adecb5,temporal-reasoning,How many months passed between the completion of my undergraduate degree and the submission of my master's thesis?,2023/07/01 (Sat) 08:16,6 months,2,1,1,0,0,0,1
5e1b23de,temporal-reasoning,How many months ago did I attend the photography workshop?,2024/02/01 (Thu) 18:06,3,1,1,1,0,0,0,1
gpt4_98f46fc6,temporal-reasoning,"Which event did I participate in first, the charity gala or the charity bake sale?",2023/05/01 (Mon) 12:15,I participated in the charity bake sale first.,2,1,1,1,1,1,1
gpt4_af6db32f,temporal-reasoning,How many days ago did I watch the Super Bowl?,2023/03/01 (Wed) 19:28,17 days ago. 18 days (including the last day) is also acceptable.,1,1,1,1,1,0,1
eac54adc,temporal-reasoning,How many days ago did I launch my website when I signed a contract with my first client?,2023/03/25 (Sat) 19:57,19 days ago. 20 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_7ddcf75f,temporal-reasoning,How many days ago did I go on a whitewater rafting trip in the Oregon mountains?,2023/06/20 (Tue) 16:30,3 days ago. 4 days (including the last day) is also acceptable.,1,1,1,1,1,1,1
gpt4_a2d1d1f6,temporal-reasoning,How many days ago did I harvest my first batch of fresh herbs from the herb garden kit?,2023/04/18 (Tue) 01:48,3 days ago. 4 days (including the last day) is also acceptable.,1,1,1,1,1,1,1
gpt4_85da3956,temporal-reasoning,How many weeks ago did I attend the 'Summer Nights' festival at Universal Studios Hollywood?,2023/08/05 (Sat) 08:21,3 weeks ago,1,1,1,1,1,1,1
gpt4_b0863698,temporal-reasoning,How many days ago did I participate in the 5K charity run?,2023/03/26 (Sun) 04:13,7 days ago. 8 days (including the last day) is also acceptable.,1,1,1,1,1,1,1
gpt4_68e94287,temporal-reasoning,"Which event happened first, my participation in the #PlankChallenge or my post about vegan chili recipe?",2023/04/12 (Wed) 12:00,You posted a recipe for vegan chili on Instagram using the hashtag #FoodieAdventures first.,2,1,1,1,1,1,1
gpt4_e414231e,temporal-reasoning,How many days passed between the day I fixed my mountain bike and the day I decided to upgrade my road bike's pedals?,2023/04/10 (Mon) 20:29,4 days. 5 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_7ca326fa,temporal-reasoning,"Who graduated first, second and third among Emma, Rachel and Alex?",2022/08/20 (Sat) 21:47,"Emma graduated first, followed by Rachel and then Alex.",3,1,1,1,1,1,1
gpt4_7bc6cf22,temporal-reasoning,How many days ago did I read the March 15th issue of The New Yorker?,2023/04/01 (Sat) 08:36,12 days ago. 13 days (including the last day) is also acceptable.,1,1,1,1,1,1,1
2ebe6c92,temporal-reasoning,Which book did I finish a week ago?,2023/02/07 (Tue) 09:09,'The Nightingale' by Kristin Hannah,2,1,1,1,1,1,1
gpt4_e061b84g,temporal-reasoning,I mentioned participating in a sports event two weeks ago. What was the event?,2023/07/01 (Sat) 13:38,The company's annual charity soccer tournament.,3,0,0,0,0,0,0
71017277,temporal-reasoning,I received a piece of jewelry last Saturday from whom?,2023/03/09 (Thu) 15:47,my aunt,1,0,0,1,1,1,1
b46e15ee,temporal-reasoning,What charity event did I participate in a month ago?,2023/04/18 (Tue) 18:34,the 'Walk for Hunger' charity event,4,1,1,1,1,1,1
gpt4_d6585ce9,temporal-reasoning,Who did I go with to the music event last Saturday?,2023/04/22 (Sat) 08:01,my parents,5,1,1,1,1,1,1
gpt4_1e4a8aec,temporal-reasoning,What gardening-related activity did I do two weeks ago?,2023/05/05 (Fri) 16:42,planting 12 new tomato saplings,2,0,1,1,1,1,1
gpt4_f420262d,temporal-reasoning,What was the airline that I flied with on Valentine's day?,2023/03/02 (Thu) 08:00,American Airlines,5,1,1,1,1,1,1
gpt4_59149c78,temporal-reasoning,I mentioned that I participated in an art-related event two weeks ago. Where was that event held at?,2023/02/01 (Wed) 08:41,The Metropolitan Museum of Art.,2,1,0,0,0,0,1
gpt4_e414231f,temporal-reasoning,Which bike did I fixed or serviced the past weekend?,2023/03/21 (Tue) 21:43,road bike,2,1,1,1,1,1,1
gpt4_4929293b,temporal-reasoning,What was the the life event of one of my relatives that I participated in a week ago?,2023/06/22 (Thu) 18:33,my cousin's wedding,2,0,0,1,1,1,1
gpt4_468eb064,temporal-reasoning,Who did I meet with during the lunch last Tuesday?,2023/04/18 (Tue) 16:50,Emma,1,1,1,0,0,0,1
gpt4_fa19884d,temporal-reasoning,What is the artist that I started to listen to last Friday?,2023/04/05 (Wed) 19:25,a bluegrass band that features a banjo player,2,1,0,1,1,1,1
9a707b82,temporal-reasoning,I mentioned cooking something for my friend a couple of days ago. What was it?,2022/04/12 (Tue) 22:57,a chocolate cake,2,0,0,1,1,1,1
eac54add,temporal-reasoning,What was the significant buisiness milestone I mentioned four weeks ago?,2023/03/28 (Tue) 20:35,I signed a contract with my first client.,2,0,0,1,1,0,1
4dfccbf8,temporal-reasoning,What did I do with Rachel on the Wednesday two months ago?,2023/04/01 (Sat) 16:08,I started taking ukulele lessons with Rachel.,2,1,1,0,0,0,1
0bc8ad93,temporal-reasoning,I mentioned visiting a museum two months ago. Did I visit with a friend or not?,2023/03/11 (Sat) 05:28,"No, you did not visit with a friend.",3,1,1,1,1,1,1
6e984302,temporal-reasoning,I mentioned an investment for a competition four weeks ago? What did I buy?,2023/04/01 (Sat) 08:30,I got my own set of sculpting tools.,2,1,0,1,1,0,1
gpt4_8279ba03,temporal-reasoning,What kitchen appliance did I buy 10 days ago?,2023/03/25 (Sat) 18:26,a smoker,1,0,0,0,0,0,0
gpt4_b5700ca0,temporal-reasoning,Where did I attend the religious activity last week?,2023/04/10 (Mon) 13:35,the Episcopal Church,1,1,0,1,1,1,1
